CondensedBinary2DGeometry,BandGapLocation,BandGapWidth
1001110011,705.5720026,68.30105775
1001110100,715.9006815,137.3454688
1001110101,711.8800889,136.8936679
1001110110,701.0621767,158.3808298
1001110111,697.7805892,157.9265433
1001111001,972.3180779,20.7204685
1001111010,1475.557406,69.32160308
1001111011,1263.008473,47.99550848
1001111110,1578.78267,95.07842394
1001111111,1581.420507,127.987924
1010000001,634.3616981,15.47589634
1010000010,619.9885196,99.67332487
1010000011,450.5649258,19.84783705
1010000100,909.6736927,140.8485163
1010000110,793.3388489,544.4417394
1010000111,865.157495,568.3789428
1010001000,943.3140314,124.9018515
1010001001,931.2560901,53.72884386
1010001010,670.4308146,88.6235705
1010001011,695.002116,147.3467578
1010001100,897.7400739,201.2809106
1010001101,616.7523136,10.26020184
1010001110,768.1507597,534.7575688
1010001111,930.1029516,734.4374235
1010010100,1257.498475,173.5102036
1010010110,1333.645048,62.68818038
1010010111,1327.079374,30.65874902
1010011000,1348.247343,78.82860261
1010011100,1285.250154,184.7485708
1010011111,1630.781046,97.06875133
1010100001,612.728275,144.4705443
1010100010,721.4358682,310.480915
1010100011,747.9840297,336.2451071
1010100100,689.5227059,263.3001411
1010100101,889.0100148,620.4707363
1010100110,911.8302714,677.4482595
1010100111,931.2290189,702.5934402
1010101000,937.7342055,163.6396844
1010101001,602.8764885,152.5556492
1010101010,820.0827857,446.0860077
1010101011,875.1949793,533.8744955
1010101100,658.9534619,265.4974439
1010101101,823.6014973,645.6121822
1010101110,944.7327206,778.9236131
1010101111,967.4871265,787.5982244
1010110111,1608.730923,33.97566452
1010111000,1334.39358,117.3033758
1010111001,737.816278,10.29303824
1010111011,1156.572573,82.87055894
1010111111,1674.092563,122.1140884
1011000000,694.3349607,14.87323348
1011000001,573.4910444,59.78274573
1011000010,741.5747679,330.1946663
1011000011,809.1777259,511.0900728
1011000100,661.0413089,111.5460068
1011000101,685.9272296,166.8936429
1011000110,911.8308436,727.2382626
1011000111,940.0685212,764.0736582
1011001000,576.3757544,44.57783709
1011001001,670.07996,138.1834911
1011001010,840.2931734,502.4749792
1011001011,942.9854148,776.7417635
1011001100,658.4827306,173.2895834
1011001101,680.8138976,221.8233698
1011001110,923.1446849,799.3894409
1011001111,955.499461,822.4276257
1011010011,1701.550978,21.54975486
1011010100,999.1918842,10.50208443
1011010111,1713.96488,205.7304279
1011011000,1411.476286,10.72114261
1011011110,1178.286948,11.5998103
1011011111,1685.366584,141.3274221
1011100000,803.1676246,20.10030865
1011100001,662.4340768,246.7842639
1011100010,782.4819921,443.5406157
1011100011,855.5604604,602.6611183
1011100100,755.7093358,331.0786383
1011100101,901.6715898,712.5812533
1011100110,917.6940585,758.3442704
1011100111,947.616407,780.9751906
1011101000,572.1910122,86.19490499
1011101001,821.1009309,633.3812703
1011101010,855.7575102,576.2846135
1011101011,957.0305772,797.2250447
1011101100,816.4150859,510.1478219
1011101101,927.8336799,802.154046
1011101110,936.6521103,826.9819868
1011101111,965.1244359,834.1456355
1011110010,1107.766639,10.2815507
1011110011,1858.930098,103.077234
1011110100,1703.848231,162.8930364
1011110110,1922.751549,47.31936407
1011110111,1717.364978,228.4093527
1011111010,1758.24447,156.0281153
1011111011,1754.38057,151.861211
1011111110,1744.86862,49.62866466
1011111111,1700.812557,124.5642419
1100000000,873.1586627,24.9917771
1100000010,680.265126,34.15232402
1100000110,707.8423368,125.2536491
1100000111,700.0796854,119.1684379
1100001000,980.7279668,65.83586975
1100001100,1011.110162,340.8696334
1100001101,886.1956456,126.9692044
1100001110,912.5112048,123.4870312
1100001111,937.9614854,188.400471
1100010000,622.9352647,39.26536133
1100010011,783.0258266,13.97313144
1100010100,836.605559,31.17837228
1100010111,685.8261416,32.99170055
1100011000,589.4188187,12.45172472
1100011010,803.8420256,10.7544336
1100011100,1054.456906,348.7928789
1100011101,627.4652415,24.42250229
1100100001,685.7171619,71.48550947
1100100010,672.6158135,108.886862
1100100011,662.0712608,100.9777862
1100100100,672.7655024,44.40355789
1100100101,721.7338051,153.2251816
1100100110,704.2529391,180.5681633
1100100111,697.1901181,175.0484297
1100101000,943.7678909,26.75864766
1100101101,922.025639,155.8624552
1100101110,1107.225006,456.381074
1100101111,1095.540165,483.7467158
1100110000,618.9572382,14.02449639
1100110001,959.4717606,38.24576805
1100110010,909.6551013,75.44861737
1100110011,941.8835691,137.4725875
1100110101,1020.484429,74.96312798
1100110110,765.6965698,64.56488605
1100110111,697.0627631,79.35746328
1100111000,966.9934822,47.10704878
1100111101,1383.034092,85.87287623
1100111110,1482.564073,78.98554629
1101000010,713.1644451,173.6673619
1101000011,708.7625086,169.185244
1101000100,658.7683656,92.77819841
1101000101,667.4652208,144.51389
1101000110,711.6579548,241.8056809
1101000111,707.461963,238.8199861
1101001010,925.0461509,109.6352376
1101001011,1011.593952,442.3142569
1101001100,1650.078557,19.88817492
1101001110,1042.304337,359.948775
1101001111,1120.143095,576.0768214
1101010000,826.2604289,33.5661361
1101010011,749.4047016,42.26796273
1101010101,765.5120973,28.9540356
1101010110,709.8740752,43.38469756
1101010111,705.9849047,43.1888244
1101011000,1368.906307,193.1103927
1101011011,1293.274559,112.5715587
1101011111,1634.540657,158.0680003
1101100001,634.5531028,138.13266
1101100010,700.9495162,192.7668111
1101100011,698.1493094,192.0685698
1101100100,689.0850505,236.0752326
1101100101,709.8624834,242.5462345
1101100110,701.2321446,257.7504858
1101100111,697.4335943,255.1836224
1101101001,905.1294821,155.0342628
1101101010,968.9483811,241.2000681
1101101011,1125.803852,561.2867814
1101101100,1714.787529,221.5006697
1101101101,1030.984939,367.3632389
1101101110,1125.924696,577.0495545
1101101111,1123.153241,612.2601366
1101110001,940.2463958,106.0698962
1101110010,765.2146418,55.45677609
1101110011,758.0460061,74.65648944
1101110101,708.5555227,42.19589251
1101110110,696.1772279,18.42936385
1101110111,692.5432631,18.56169445
1101111000,1378.551174,141.8164886
1101111001,1452.676779,33.92558452
1101111011,1335.512532,94.96512258
1101111111,1692.85195,249.9034763
1110000000,943.3140302,124.9018498
1110000001,929.1394289,46.94228892
1110000111,1183.044038,166.4505788
1110001000,1420.493115,110.591568
1110001100,1384.972407,219.2329989
1110001111,1301.952002,176.1401988
1110010000,1348.247343,78.82860261
1110010100,1367.942342,260.4512718
1110010111,1379.076862,113.4000071
1110011000,1379.760905,207.4381938
1110011100,1354.024536,292.7189402
1110011111,1823.07364,17.04184451
1110100000,921.073047,80.76102458
1110100001,1112.655885,118.1648776
1110100010,880.0919987,27.72188265
1110100011,1170.790628,191.7013517
1110100100,680.6742549,12.47354424
1110100110,1268.766182,72.31344753
1110100111,1258.017515,160.7062197
1110101000,1342.256472,57.85286223
1110101110,1389.256582,114.9603337
1110101111,1379.564643,156.5139628
1110110000,1312.733386,78.74114212
1110110111,1842.38477,56.96906071
1110111000,1372.010586,220.5956554
1110111001,1343.596577,18.91753126
1110111011,1427.150612,38.51446417
1111000000,1053.922574,304.8247907
1111000001,1127.382232,229.2743256
1111000010,1018.233272,96.50854018
1111000011,1062.201232,86.80696161
1111000100,1682.975798,66.85986523
1111000101,919.3784243,10.207584
1111000111,1577.80547,185.0039406
1111001011,1435.636657,21.38557389
1111001111,1721.130461,231.1790335
1111010111,1825.039492,20.33773121
1111011110,1483.864654,12.41452199
1111100000,1056.080403,310.7349952
1111100001,867.4835487,51.31963893
1111100010,1148.20015,47.81445548
1111100011,1161.110216,84.9068727
1111100100,1814.193197,45.71424235
1111100110,1519.634391,92.8025682
1111100111,1597.030362,234.4075756
1111101010,1910.023246,95.84043475
1111101011,1717.479041,190.9004804
1111101110,1727.174838,150.1095942
1111101111,1727.42545,237.5149214
1111110001,966.0517981,11.22469069
1111110011,1885.055206,199.5608364
1111110101,1578.045363,11.19284002
1111110111,1827.913422,40.89739552
1111111010,1427.255193,12.17564634
1111111101,1475.318636,11.94049439
1111111110,1555.842422,10.92036254
10000000000,911.1695094,34.09724339
10000000010,585.6836943,22.67300084
10000000011,580.4070846,42.63246267
10000000101,566.6983507,21.26468769
10000000110,618.0594436,150.7785731
10000000111,440.9549909,35.13876508
10000001000,846.7845043,15.41429636
10000001010,619.5795795,68.22811259
10000001011,659.0466729,59.45313627
10000001101,628.5103221,12.02805105
10000001110,658.8516099,215.9175739
10000001111,669.4000872,235.9964963
10000010100,831.6988268,34.7694716
10000010110,724.8874512,35.55000943
10000010111,716.2888644,28.1956374
10000011000,863.4266568,51.82875192
10000011100,850.2972005,101.6124146
10000011101,858.000076,81.25208669
10000011110,957.5257779,21.45785567
10000011111,1006.735436,16.35630703
10000100001,598.0276949,37.59337416
10000100010,599.3469255,96.00826526
10000100011,433.9373849,24.40181673
10000100100,603.3735159,93.15799311
10000100101,635.3999434,175.7024631
10000100110,443.4318002,27.60793146
10000100111,430.3176772,54.45580664
10000101001,623.3451065,87.51672278
10000101010,618.0957671,119.1910929
10000101011,657.2004424,119.1904718
10000101100,541.6810085,37.58446234
10000101101,679.8943438,266.2451187
10000101110,686.7601246,293.9135666
10000101111,687.3095168,299.5596774
10000110101,736.7811107,57.69657239
10000110110,714.5331052,86.72184736
10000110111,704.1070744,76.11640462
10000111000,860.6728777,65.281718
10000111101,1136.795094,11.36670208
10000111110,1009.054421,28.38245249
10000111111,1048.999818,46.81003838
10001000001,572.2400199,15.57085591
10001000010,746.039415,277.8153226
10001000011,503.1361587,35.75782679
10001000100,625.5425608,27.32904019
10001000101,655.0735167,92.67569878
10001000110,919.6549226,702.5549764
10001000111,481.5185559,15.27880324
10001001000,936.9509786,178.6239358
10001001001,663.2327116,49.66529369
10001001010,787.5519338,314.8877862
10001001011,907.2975155,676.0173129
10001001100,630.7266031,40.85938776
10001001101,658.6485759,101.2479407
10001001110,975.1675713,755.555319
10001001111,980.800668,871.238326
10001010010,791.8173863,74.56644619
10001010011,790.4617974,76.45271052
10001010100,736.1721479,73.65281786
10001010101,773.7251648,70.80900891
10001010110,801.3347585,182.6709537
10001010111,799.5521986,184.3437252
10001011010,1430.137032,30.42192711
10001011011,1200.568385,250.4886826
10001011100,1460.294643,47.82937733
10001011111,1439.669242,96.0802306
10001100001,510.8626451,19.92595604
10001100010,503.9485498,13.17131709
10001100011,490.5791639,36.44353332
10001100100,729.2792602,271.0613363
10001100101,921.9347995,707.3641084
10001100110,936.3403426,760.0928756
10001100111,466.9192338,23.64945084
10001101000,923.6666208,206.3145966
10001101001,856.1004225,564.0718418
10001101010,855.7760103,483.36418
10001101011,934.4032884,744.354191
10001101100,757.2637433,316.7524436
10001101101,960.8568812,811.0542809
10001101110,975.5875594,862.4970318
10001101111,995.6235477,922.6689517
10001110001,730.2834771,78.78260951
10001110010,783.1789467,103.6388055
10001110011,783.6111084,109.2915765
10001110100,782.8988789,144.9138686
10001110101,798.7222532,183.8004606
10001110110,794.6494292,205.9011918
10001110111,792.3290966,206.4408095
10001111000,1319.029725,40.49603758
10001111001,973.8655797,12.44117707
10001111010,1121.273658,45.07866158
10001111011,1242.355303,277.4862445
10001111101,1236.769281,22.47391302
10001111110,1460.001595,84.11866698
10001111111,1458.015152,81.49502819
10010000010,570.8776884,52.34388084
10010000011,571.7572494,68.06555073
10010000100,850.8198193,38.94732339
10010000101,877.1184551,15.17946956
10010000110,848.5623366,510.2171772
10010000111,875.6594715,568.2594466
10010001000,954.564703,60.70435166
10010001001,1005.698623,73.94274522
10010001010,629.4990589,38.17961551
10010001011,639.2097798,65.16936804
10010001100,917.4338924,141.376962
10010001101,921.8582412,10.39136242
10010001110,812.4282258,561.2864901
10010001111,969.3603765,798.7156662
10010010000,1077.413603,146.7702644
10010010100,694.2793884,11.98264029
10010010110,1504.118238,10.94568598
10010011000,1423.584473,49.77498405
10010011100,1508.814331,559.2917196
10010100001,579.931918,71.21565002
10010100010,588.1081694,114.4227343
10010100011,588.6751614,130.793005
10010100100,630.4833868,124.9906191
10010100101,875.9729747,587.0570401
10010100110,907.6508239,682.1792327
10010100111,913.1382726,687.3513256
10010101000,934.1211708,86.58035969
10010101001,649.444208,75.25240356
10010101010,643.1025798,100.7194279
10010101011,653.9751435,129.1254264
10010101100,605.6569744,103.5326124
10010101101,809.319831,560.458473
10010101110,978.3270432,922.1828792
10010101111,1055.275941,994.2206937
10010110000,1077.442444,22.90990607
10010110100,1543.679768,73.76474783
10010110101,934.2924424,116.0495424
10010110110,1462.344707,115.1685055
10010110111,1456.729939,90.53526208
10010111000,731.4930457,11.11663802
10010111100,866.3814518,10.84281348
10010111101,1689.198853,34.40489732
10010111110,1681.454435,13.31090891
10010111111,1600.369859,25.49172476
10011000001,532.0760985,40.62036421
10011000010,707.5109848,275.0394044
10011000011,739.5282984,376.5192314
10011000100,659.4176758,126.54849
10011000101,682.1154392,176.1965661
10011000110,983.1565122,792.5377771
10011000111,1005.264916,934.1397652
10011001000,595.6207996,21.88955462
10011001001,602.3655201,123.3168671
10011001010,819.2587254,472.5526956
10011001011,999.680845,965.5009182
10011001100,698.6133545,256.0794706
10011001101,716.3706724,294.7160176
10011001110,900.9900179,790.8941742
10011001111,1093.452648,1124.906599
10011010100,943.6684643,15.42953252
10011010111,1627.294247,93.11883159
10011011000,1664.980483,106.6702189
10011011011,1652.115247,16.45252006
10011011100,1009.841644,23.65235674
10011011111,1716.259732,11.4355761
10011100001,643.7060225,170.1571608
10011100010,756.1434408,391.4816589
10011100011,816.2364891,483.2328418
10011100100,740.2691625,310.8649727
10011100101,974.1584731,782.6890109
10011100110,1005.708994,923.8085442
10011100111,1042.031268,1018.96943
10011101000,592.7747689,65.45423723
10011101001,841.818986,612.3989664
10011101010,845.9764908,545.2224422
10011101011,1073.602178,1055.834359
10011101100,788.4656233,541.9495342
10011101101,969.6053219,925.3629043
10011101110,1075.747013,1104.96388
10011101111,1105.73979,1156.402283
10011110001,942.7865217,44.62517314
10011110100,1643.07455,43.9902577
10011110110,1873.605561,35.07845733
10011110111,1641.177074,108.4896635
10011111000,1684.847688,105.2978319
10011111010,1738.482679,35.31501855
10011111011,1809.525379,160.6627991
10011111100,1130.019629,12.34809433
10011111110,1766.556585,26.80614513
10011111111,1985.819439,498.9884604
10100000000,949.2680648,195.8622174
10100000001,940.5462592,120.8037251
10100000110,626.627825,83.14281469
10100000111,633.7591963,88.39337532
10100001100,1181.06229,12.35803927
10100001110,1338.394332,57.11120368
10100001111,1472.952949,81.94976383
10100011000,1260.188333,111.0898164
10100011100,1230.111091,225.6460695
10100011110,1428.094795,79.58183743
10100100000,822.0781161,60.3030217
10100100010,593.7198825,52.25874335
10100100011,593.0645436,60.84545555
10100100101,669.9857576,95.82749986
10100100110,639.8700848,121.9748341
